history_id,customer_id,credit_limit,change_reason,valid_from,updated_at
clh_i4bzqs6f,cust_ijpw105u,500,initial_approval,2022-02-26,2022-02-26
clh_jmyvquqp,cust_ijpw105u,1500,annual_review,2022-07-08,2022-07-08
clh_bqa6k9ud,cust_9k1uoaa2,2000,initial_approval,2024-08-05,2024-08-05
clh_530phak7,cust_lg49ffqo,2000,initial_approval,2023-09-18,2023-09-18
clh_ddtmygxg,cust_0j49to5a,1500,initial_approval,2024-07-18,2024-07-18
clh_6i3s1z0u,cust_lpg7gvlh,1500,initial_approval,2023-09-06,2023-09-06
clh_88wtop1q,cust_lpg7gvlh,1500,requested_increase,2024-05-20,2024-05-20
clh_elxrgxc6,cust_tylvvld3,500,initial_approval,2023-04-25,2023-04-25
clh_69g67zxt,cust_lmdz5vai,1500,initial_approval,2022-10-15,2022-10-15
clh_heep7zxv,cust_r7xwqf1t,1500,initial_approval,2023-06-13,2023-06-13
clh_3g1o6h1f,cust_r7xwqf1t,3000,annual_review,2024-05-07,2024-05-07
clh_gvch2v1g,cust_b4bldqlq,1000,initial_approval,2024-02-21,2024-02-21
clh_3bphq1q7,cust_00e2qmk3,1500,initial_approval,2024-08-22,2024-08-22
clh_aplgorew,cust_rtiehc2y,1000,initial_approval,2023-05-20,2023-05-20
clh_l4eva2ik,cust_ss63umgt,2000,initial_approval,2023-02-17,2023-02-17
clh_mtb5m0j7,cust_gkndr07v,2000,initial_approval,2024-04-24,2024-04-24
clh_fbpmfe4r,cust_vu5wp8mv,1500,initial_approval,2022-03-28,2022-03-28
clh_xjzb0ats,cust_lzms804b,500,initial_approval,2022-11-21,2022-11-21
clh_g3zu42j4,cust_xwcetgv4,500,initial_approval,2022-06-24,2022-06-24
clh_ap12brhv,cust_jldj7p1f,500,initial_approval,2024-03-24,2024-03-24
clh_zgu63szb,cust_tmpt1uv9,1500,initial_approval,2022-06-25,2022-06-25
clh_0b7prkc4,cust_o0eu2ci4,1000,initial_approval,2022-09-22,2022-09-22
clh_axxc4z59,cust_o0eu2ci4,5000,requested_increase,2023-08-13,2023-08-13
clh_1zzv8dsb,cust_e0bct324,500,initial_approval,2022-09-21,2022-09-21
clh_7fqpv5hd,cust_hiwzwt99,1500,initial_approval,2024-06-16,2024-06-16
clh_qxwo077c,cust_sirq4tp1,2000,initial_approval,2024-03-15,2024-03-15
clh_bo0w9qba,cust_sirq4tp1,3000,good_standing,2024-10-07,2024-10-07
clh_l7pe0mfh,cust_oj98byte,1000,initial_approval,2023-04-15,2023-04-15
clh_7bm6f3x5,cust_sdwyqtuv,2000,initial_approval,2023-04-01,2023-04-01
clh_jqqb8xbt,cust_sdwyqtuv,1500,good_standing,2023-11-23,2023-11-23
clh_at8sh4v3,cust_51m4i3l0,500,initial_approval,2024-08-13,2024-08-13
clh_a3iycywf,cust_yy4jufn2,1000,initial_approval,2022-06-30,2022-06-30
clh_lzv4nuw5,cust_yy4jufn2,1500,annual_review,2022-11-18,2022-11-18
clh_ic2hkv2v,cust_f1tqv0r0,2000,initial_approval,2023-06-20,2023-06-20
clh_0hvkphug,cust_rkfkj6xh,1000,initial_approval,2024-05-23,2024-05-23
clh_1h44md88,cust_sdnbatqx,500,initial_approval,2022-05-03,2022-05-03
clh_6t6hi74h,cust_sdnbatqx,1000,good_standing,2023-01-14,2023-01-14
clh_0u8nkls6,cust_i6oeuh8v,1500,initial_approval,2022-02-20,2022-02-20
clh_nevr3aqh,cust_e8ua2hqg,1500,initial_approval,2022-03-24,2022-03-24
clh_qjorn20t,cust_e8ua2hqg,1000,good_standing,2022-11-21,2022-11-21
clh_1kgrp17i,cust_9dg38raj,2000,initial_approval,2023-05-30,2023-05-30
clh_0e3h4f6z,cust_9dg38raj,1000,requested_increase,2024-03-26,2024-03-26
clh_rpkagywx,cust_vk32rgwh,1500,initial_approval,2023-02-10,2023-02-10
clh_b7rleypa,cust_oxvku8yj,2000,initial_approval,2023-12-21,2023-12-21
clh_4nntusne,cust_dud8t7d2,2000,initial_approval,2024-04-19,2024-04-19
clh_1p55696h,cust_dud8t7d2,2000,good_standing,2024-09-17,2024-09-17
clh_ygszmx7z,cust_0px99dbk,2000,initial_approval,2022-10-10,2022-10-10
clh_xmt8c1h3,cust_t369o8w4,500,initial_approval,2023-12-06,2023-12-06
clh_oocr9oin,cust_a2mt4c46,500,initial_approval,2024-06-18,2024-06-18
clh_c4uw4ss3,cust_39syied4,1500,initial_approval,2024-07-18,2024-07-18
clh_kayz05y9,cust_tnjs18l9,500,initial_approval,2023-02-12,2023-02-12
clh_udg1bkjm,cust_1joqnuvk,2000,initial_approval,2023-08-13,2023-08-13
clh_0cy6isc0,cust_e5z3ztds,2000,initial_approval,2022-11-04,2022-11-04
clh_cugn0vz7,cust_f7mqadw9,1000,initial_approval,2022-10-29,2022-10-29
clh_jd1zj7f6,cust_w29max6e,2000,initial_approval,2022-04-07,2022-04-07
clh_yl533m0a,cust_l08kgfp9,1000,initial_approval,2023-10-11,2023-10-11
clh_9hc0gqcj,cust_710eq8o9,500,initial_approval,2024-11-27,2024-11-27
clh_b0tk2ynd,cust_284jc755,2000,initial_approval,2024-04-28,2024-04-28
clh_ukd3lcvh,cust_1tcfi4pl,1500,initial_approval,2023-12-12,2023-12-12
clh_6nmshl25,cust_1tcfi4pl,2000,annual_review,2024-09-07,2024-09-07
clh_cl098kc9,cust_0tj2t9o5,500,initial_approval,2022-02-25,2022-02-25
clh_9qezglm8,cust_3nh0c0ib,500,initial_approval,2024-04-13,2024-04-13
clh_n8uumne7,cust_iqp56a2t,1000,initial_approval,2024-02-09,2024-02-09
clh_jgxqetjv,cust_j5g1hog8,1000,initial_approval,2022-10-04,2022-10-04
clh_59d5mbse,cust_z1z9zo2i,2000,initial_approval,2023-12-06,2023-12-06
clh_5sguphyd,cust_91r0hrli,1500,initial_approval,2022-02-07,2022-02-07
clh_7hu6n9sm,cust_4zynfgj1,1000,initial_approval,2024-12-27,2024-12-27
clh_w7bqrs9l,cust_fhpd6vq8,1000,initial_approval,2022-02-09,2022-02-09
clh_9ys31aba,cust_fhpd6vq8,1500,requested_increase,2023-01-20,2023-01-20
clh_r6uztmbt,cust_n748av3g,1000,initial_approval,2023-01-30,2023-01-30
clh_duft3ptg,cust_96gorcpa,1500,initial_approval,2022-06-17,2022-06-17
clh_0186hqxk,cust_c7q25y7k,1000,initial_approval,2023-02-17,2023-02-17
clh_1fjo5mx7,cust_c7q25y7k,5000,requested_increase,2023-06-28,2023-06-28
clh_7usvn4ut,cust_u45pu2pi,2000,initial_approval,2022-02-02,2022-02-02
clh_0dzrhkd1,cust_jfm03tdv,1000,initial_approval,2023-05-05,2023-05-05
clh_mr6i4807,cust_g8icfnxl,500,initial_approval,2022-06-02,2022-06-02
clh_vks28qoz,cust_kxb4rvwj,1000,initial_approval,2022-09-26,2022-09-26
clh_nuiqsq0a,cust_tzj2l72v,1000,initial_approval,2022-01-23,2022-01-23
clh_tvkjk6pz,cust_3hhigvum,2000,initial_approval,2024-01-24,2024-01-24
clh_35pdk1v9,cust_9qtg15xd,500,initial_approval,2023-01-04,2023-01-04
clh_zo8izl63,cust_upgrkbzw,2000,initial_approval,2022-05-10,2022-05-10
clh_ncwp0f53,cust_upgrkbzw,2000,requested_increase,2022-09-22,2022-09-22
clh_fjjzx3li,cust_uigjd3x4,500,initial_approval,2022-09-02,2022-09-02
clh_v6sr8xby,cust_7wkdpehd,2000,initial_approval,2023-12-29,2023-12-29
clh_tq96o08f,cust_7wkdpehd,5000,annual_review,2024-05-25,2024-05-25
clh_5cfxymsg,cust_u9f51ni4,1500,initial_approval,2022-10-19,2022-10-19
clh_xds6mofp,cust_u9f51ni4,1000,annual_review,2023-09-13,2023-09-13
clh_x88rt9tq,cust_pzca8vi5,1500,initial_approval,2023-10-13,2023-10-13
clh_myboa7dr,cust_hs6jhb0c,2000,initial_approval,2024-07-27,2024-07-27
clh_6krjc964,cust_4e51o762,2000,initial_approval,2024-02-19,2024-02-19
clh_7lz9upst,cust_xxaoz5e7,2000,initial_approval,2023-02-02,2023-02-02
clh_docpifgh,cust_xxaoz5e7,1000,good_standing,2023-11-06,2023-11-06
clh_u39iilji,cust_ok3zy5sr,2000,initial_approval,2024-04-23,2024-04-23
clh_5f3zcj4w,cust_4wufeqj4,500,initial_approval,2024-06-03,2024-06-03
clh_nbls0gbl,cust_4wufeqj4,2000,requested_increase,2024-09-23,2024-09-23
clh_elzmlv64,cust_4c937rup,2000,initial_approval,2023-11-15,2023-11-15
clh_crskot7y,cust_5yilyxye,2000,initial_approval,2024-01-30,2024-01-30
clh_7xawvoz0,cust_3z2y3c0e,1500,initial_approval,2024-09-23,2024-09-23
clh_jq7cli2a,cust_6xda71eb,500,initial_approval,2022-12-18,2022-12-18
clh_wgqjii7f,cust_l8xafsum,2000,initial_approval,2023-02-02,2023-02-02
clh_14x8k4ay,cust_ms3rag0k,1500,initial_approval,2022-11-24,2022-11-24
clh_s5odlqbe,cust_d78qig6u,500,initial_approval,2024-04-24,2024-04-24
clh_zn7e98ke,cust_tpn7y853,500,initial_approval,2023-07-18,2023-07-18
clh_6wq8gyrq,cust_8xf6v8th,1500,initial_approval,2024-09-24,2024-09-24
clh_j7ti7bbt,cust_fwtevtx3,1500,initial_approval,2024-03-06,2024-03-06
clh_5kzbkq1s,cust_fwtevtx3,5000,good_standing,2024-08-12,2024-08-12
clh_xnsa5auk,cust_uwe773t9,1500,initial_approval,2022-04-03,2022-04-03
clh_hebt6euz,cust_dbrhgr8c,1000,initial_approval,2024-05-26,2024-05-26
clh_qfchcrgf,cust_4oc1cqb7,1500,initial_approval,2024-01-12,2024-01-12
clh_5bxspf3m,cust_mjn8b3um,1500,initial_approval,2022-01-20,2022-01-20
clh_eix2bevt,cust_mjn8b3um,5000,annual_review,2022-11-29,2022-11-29
clh_eh5120n9,cust_ahn110bs,2000,initial_approval,2024-05-03,2024-05-03
clh_cpcnt5c6,cust_ebg9k4ss,2000,initial_approval,2022-05-22,2022-05-22
clh_r310c5vu,cust_u9bg9zvw,1500,initial_approval,2023-08-09,2023-08-09
clh_whof0xhw,cust_u9bg9zvw,1000,requested_increase,2024-05-26,2024-05-26
clh_nsruuwv0,cust_2yfai6yr,500,initial_approval,2023-07-23,2023-07-23
clh_7oc3jqcg,cust_2yfai6yr,1500,requested_increase,2024-04-05,2024-04-05
clh_knhquhav,cust_i3netxxp,2000,initial_approval,2022-01-31,2022-01-31
clh_uody4jkr,cust_viexgobz,1500,initial_approval,2024-07-04,2024-07-04
clh_cwrbggg4,cust_7xjjw8bk,1000,initial_approval,2023-08-13,2023-08-13
clh_q93xlqzd,cust_7xjjw8bk,3000,annual_review,2024-02-17,2024-02-17
clh_1982mud5,cust_wetowtk4,1500,initial_approval,2023-09-02,2023-09-02
clh_ugrru5vb,cust_yfrrloa8,500,initial_approval,2024-04-23,2024-04-23
clh_9gv3bofl,cust_yfrrloa8,1500,good_standing,2024-12-30,2024-12-30
clh_y4eiu57o,cust_ci08p3lb,2000,initial_approval,2024-12-28,2024-12-28
clh_pie1ug4m,cust_l5thlvjy,500,initial_approval,2024-08-08,2024-08-08
clh_of0dy7vu,cust_g3yvr2eu,2000,initial_approval,2024-04-21,2024-04-21
clh_n3y9n5mx,cust_tmfeyady,1500,initial_approval,2022-01-13,2022-01-13
clh_z930lnmn,cust_eo6ppywh,1000,initial_approval,2023-04-30,2023-04-30
clh_cdghvk9r,cust_skwd3x2k,1000,initial_approval,2022-05-16,2022-05-16
clh_xl3460pe,cust_shv1y04z,500,initial_approval,2022-07-12,2022-07-12
clh_8hrfua87,cust_shv1y04z,1000,annual_review,2023-01-13,2023-01-13
clh_sqjuzi7g,cust_neftz53c,500,initial_approval,2022-08-11,2022-08-11
clh_od98gaoo,cust_pmlqs8lx,2000,initial_approval,2024-12-22,2024-12-22
clh_i41lxkx0,cust_d8jpabsm,1000,initial_approval,2024-05-07,2024-05-07
clh_2w2yfv3o,cust_d8jpabsm,3000,annual_review,2024-10-17,2024-10-17
clh_vcwcv47u,cust_otpsilqb,2000,initial_approval,2022-06-15,2022-06-15
clh_p2nugvi5,cust_kcjuvpcv,1000,initial_approval,2024-10-17,2024-10-17
clh_6musyqhf,cust_4aglbd0x,1000,initial_approval,2024-09-02,2024-09-02
clh_2pe3g59b,cust_kq4ksd9g,1500,initial_approval,2022-01-25,2022-01-25
clh_fual31ft,cust_ot477iqf,1000,initial_approval,2024-09-22,2024-09-22
clh_peyve44u,cust_gq3cz29l,500,initial_approval,2023-07-24,2023-07-24
clh_jt33fse1,cust_gq3cz29l,2000,annual_review,2024-01-28,2024-01-28
clh_gzzc89y1,cust_t39uzc2p,1500,initial_approval,2023-10-20,2023-10-20
clh_io50tc4u,cust_t39uzc2p,1000,requested_increase,2024-04-13,2024-04-13
clh_blrb6was,cust_ty40qcul,1000,initial_approval,2022-05-15,2022-05-15
clh_5eko7iqn,cust_ootstpha,2000,initial_approval,2022-12-13,2022-12-13
clh_xp6dgymw,cust_x1se3xr6,2000,initial_approval,2024-03-27,2024-03-27
clh_oaj6soqo,cust_vh2vft6i,1500,initial_approval,2024-12-15,2024-12-15
clh_idj8z0i8,cust_p014x5dl,1000,initial_approval,2022-04-09,2022-04-09
clh_chnrnz4s,cust_xswy0szk,500,initial_approval,2022-05-01,2022-05-01
clh_8ysz9czg,cust_131v0up5,500,initial_approval,2024-07-18,2024-07-18
clh_pxt9rmtl,cust_86k24zn0,500,initial_approval,2023-12-22,2023-12-22
clh_u1yddawo,cust_76d2kjrz,2000,initial_approval,2022-05-13,2022-05-13
clh_d9s2aqnl,cust_cfk3ekwh,2000,initial_approval,2024-01-06,2024-01-06
clh_zm197etj,cust_90mczh78,1500,initial_approval,2023-09-11,2023-09-11
clh_9n4rnvcp,cust_irpdgz2s,500,initial_approval,2022-05-20,2022-05-20
clh_tco059o2,cust_ugxns8eh,500,initial_approval,2023-05-28,2023-05-28
clh_yz3o5q0p,cust_eksk2vpa,2000,initial_approval,2023-07-24,2023-07-24
clh_5mgd27pv,cust_38i1wr63,1000,initial_approval,2023-08-12,2023-08-12
clh_uq6awns8,cust_io1mgn8n,1500,initial_approval,2023-11-29,2023-11-29
clh_9wc0r6hx,cust_io1mgn8n,3000,requested_increase,2024-06-19,2024-06-19
clh_8pql517d,cust_nixc6odr,1500,initial_approval,2024-02-14,2024-02-14
clh_6yjr6cop,cust_ik5z9rvk,1500,initial_approval,2023-12-11,2023-12-11
clh_labvwu3y,cust_o2xzdirh,2000,initial_approval,2022-10-16,2022-10-16
clh_gwfiiet2,cust_h12pgx40,2000,initial_approval,2022-12-28,2022-12-28
clh_ac8wp1sc,cust_gde74v6a,1000,initial_approval,2024-03-29,2024-03-29
clh_icxxpesf,cust_go6zudo9,1500,initial_approval,2022-03-03,2022-03-03
clh_fbwh43cl,cust_8h7pr28j,1500,initial_approval,2022-08-14,2022-08-14
clh_xb49u6b7,cust_ccr9d47d,1500,initial_approval,2024-03-16,2024-03-16
clh_9hy6a0py,cust_2e52dy73,500,initial_approval,2022-10-23,2022-10-23
clh_lph33ig4,cust_9bd9zmq7,1000,initial_approval,2024-05-03,2024-05-03
clh_oen13vhp,cust_gwdfo1nn,1000,initial_approval,2023-07-01,2023-07-01
clh_ko6ni31i,cust_gwdfo1nn,2000,good_standing,2024-05-29,2024-05-29
clh_rl48agaa,cust_97ei9nx8,2000,initial_approval,2023-02-08,2023-02-08
clh_gurx9br0,cust_a89otcj8,1500,initial_approval,2022-08-12,2022-08-12
clh_nhvnszqb,cust_ze5xfffg,1000,initial_approval,2022-12-11,2022-12-11
clh_3wnjau61,cust_ze5xfffg,2000,good_standing,2023-06-29,2023-06-29
clh_0avoxv22,cust_k57icl12,2000,initial_approval,2024-12-03,2024-12-03
clh_o956mj4i,cust_2k5ebdst,1500,initial_approval,2023-04-12,2023-04-12
clh_wxdyj358,cust_a3t862vl,1500,initial_approval,2022-03-07,2022-03-07
clh_ppccpkxr,cust_a3t862vl,5000,annual_review,2022-10-22,2022-10-22
clh_j5xh52cp,cust_qjpbofo7,2000,initial_approval,2024-06-04,2024-06-04
clh_48y3tuqz,cust_23tyifjh,2000,initial_approval,2024-12-01,2024-12-01
clh_1yqhd9lk,cust_fqi1hf2y,2000,initial_approval,2023-08-30,2023-08-30
clh_uj5zyb19,cust_ekot16mi,500,initial_approval,2023-01-18,2023-01-18
clh_uhvefwr3,cust_o9318eif,500,initial_approval,2022-04-25,2022-04-25
clh_ua2vots0,cust_pybuxhwr,500,initial_approval,2024-10-15,2024-10-15
clh_l3u1e283,cust_uw6ik209,2000,initial_approval,2022-10-29,2022-10-29
clh_xyjosgsz,cust_21knpkia,2000,initial_approval,2022-09-09,2022-09-09
clh_6vxkpxaz,cust_21knpkia,2000,requested_increase,2023-05-30,2023-05-30
clh_prvz2gqf,cust_dcqr8zmm,1000,initial_approval,2024-09-10,2024-09-10
clh_6dbouymj,cust_t3xrbx2w,1000,initial_approval,2022-12-18,2022-12-18
clh_ycrgibsi,cust_7awrpmeh,2000,initial_approval,2024-10-13,2024-10-13
clh_u6fv7cey,cust_1i1uz5zc,1500,initial_approval,2022-11-21,2022-11-21
clh_agcjdde5,cust_wer8zdxh,1000,initial_approval,2024-11-20,2024-11-20
clh_h8ibldm2,cust_sbdj532f,500,initial_approval,2024-06-24,2024-06-24
clh_9c6yu91q,cust_5cfgk7h3,1500,initial_approval,2023-06-24,2023-06-24
clh_nbxlma9p,cust_aoeultmd,1500,initial_approval,2022-05-24,2022-05-24
clh_9wejvso4,cust_g80zwvhy,1500,initial_approval,2023-07-19,2023-07-19
clh_awr5jo30,cust_x6g2krt4,1000,initial_approval,2022-02-04,2022-02-04
clh_r5z4opjx,cust_x6g2krt4,2000,annual_review,2022-10-17,2022-10-17
clh_werlfn6d,cust_eeszbaiv,1500,initial_approval,2022-10-31,2022-10-31
clh_we9y4enf,cust_eeszbaiv,1000,requested_increase,2023-08-27,2023-08-27
clh_58687cxj,cust_a2f9to0w,500,initial_approval,2023-04-03,2023-04-03
clh_a05hk4ci,cust_a2f9to0w,1500,requested_increase,2023-07-14,2023-07-14
clh_obfedm8b,cust_67n385c6,2000,initial_approval,2023-09-21,2023-09-21
clh_135h1le7,cust_q6d6suzr,500,initial_approval,2022-08-16,2022-08-16
clh_qt2757tc,cust_lb8tnjxc,2000,initial_approval,2024-01-10,2024-01-10
clh_9kdpk972,cust_l37pr5a5,1000,initial_approval,2023-03-20,2023-03-20
clh_fhli4hjv,cust_l37pr5a5,1500,requested_increase,2023-11-28,2023-11-28
clh_98x8rr3o,cust_g1puxjcn,500,initial_approval,2022-05-29,2022-05-29
clh_0ir0t8ye,cust_8at37a67,1500,initial_approval,2022-09-27,2022-09-27
clh_amufrh1v,cust_5482q78e,1000,initial_approval,2024-11-25,2024-11-25
clh_d6h0f9lh,cust_b0r3x9dw,500,initial_approval,2024-06-08,2024-06-08
clh_pxlf1561,cust_u1iwaayr,1000,initial_approval,2023-06-01,2023-06-01
clh_g903r57a,cust_y46v57hl,1500,initial_approval,2024-11-29,2024-11-29
clh_z4j1skaw,cust_kou3n8z7,2000,initial_approval,2024-03-13,2024-03-13
clh_n2o8atjr,cust_kou3n8z7,3000,requested_increase,2024-08-08,2024-08-08
clh_ld410jay,cust_d9rexpfs,1000,initial_approval,2023-10-16,2023-10-16
clh_oucd220n,cust_91456h95,2000,initial_approval,2022-07-12,2022-07-12
clh_8ityikzf,cust_91456h95,1000,annual_review,2023-04-01,2023-04-01
clh_lo2fzsxf,cust_i5p7vwkf,1500,initial_approval,2022-10-03,2022-10-03
clh_4q2hibw5,cust_8oit6ya0,1500,initial_approval,2024-04-03,2024-04-03
clh_jdlp1gxh,cust_94na46n0,1000,initial_approval,2022-03-25,2022-03-25
clh_wculw5ax,cust_1d8nruu8,500,initial_approval,2022-11-08,2022-11-08
clh_9ibmt9pc,cust_1d8nruu8,1000,requested_increase,2023-11-01,2023-11-01
clh_k1bn5bfh,cust_tpx4lpcx,1000,initial_approval,2022-04-17,2022-04-17
clh_u2sy2ziu,cust_tpx4lpcx,1000,annual_review,2022-09-19,2022-09-19
clh_jkxob2in,cust_axowrg1a,500,initial_approval,2023-12-23,2023-12-23
clh_wikxjla0,cust_3wagb2rh,500,initial_approval,2022-10-28,2022-10-28
clh_lwm39xe6,cust_lcnptt3m,1000,initial_approval,2024-12-03,2024-12-03
clh_iaa04kfo,cust_0i7mtpfo,1000,initial_approval,2024-10-29,2024-10-29
clh_hs9gw50g,cust_mmyywkmx,1500,initial_approval,2022-07-28,2022-07-28
clh_ywlue71y,cust_mmyywkmx,1500,annual_review,2022-12-25,2022-12-25
clh_d87o1bcx,cust_mb9gm53f,500,initial_approval,2024-06-26,2024-06-26
clh_2h7ou88u,cust_bnigzmk8,2000,initial_approval,2023-07-04,2023-07-04
clh_jrsydfqv,cust_bnigzmk8,1000,requested_increase,2024-04-10,2024-04-10
clh_pw7d8euh,cust_tdqijd44,2000,initial_approval,2023-10-23,2023-10-23
clh_n82fanxd,cust_gp5gpsss,2000,initial_approval,2024-07-01,2024-07-01
clh_y76m97xo,cust_d3i2iwmc,2000,initial_approval,2024-11-02,2024-11-02
clh_25urcgbm,cust_kj6szxi5,2000,initial_approval,2024-03-05,2024-03-05
clh_r4kfekd5,cust_kj6szxi5,5000,annual_review,2024-08-29,2024-08-29
clh_ngbi27lx,cust_xvrydafv,1500,initial_approval,2024-09-13,2024-09-13
clh_zozu9qo5,cust_uclhq2ea,500,initial_approval,2022-10-16,2022-10-16
clh_cb72l802,cust_404c5cjb,1000,initial_approval,2023-01-22,2023-01-22
clh_w5p5msgh,cust_rw50lmbv,1500,initial_approval,2024-11-08,2024-11-08
clh_zq0yqijp,cust_a22jyqmw,1000,initial_approval,2022-11-28,2022-11-28
clh_ee3hsnf1,cust_gbmczdbr,2000,initial_approval,2022-01-28,2022-01-28
clh_dnp5c1ez,cust_gbmczdbr,1500,requested_increase,2022-12-07,2022-12-07
clh_jzsqgncj,cust_2y4lgqtc,2000,initial_approval,2022-09-07,2022-09-07
clh_h551irk4,cust_i0ycm90f,2000,initial_approval,2022-09-25,2022-09-25
clh_ol75xth2,cust_kbjn7fdt,2000,initial_approval,2023-01-21,2023-01-21
clh_9djyy0rf,cust_tqv9ob3m,2000,initial_approval,2024-07-29,2024-07-29
clh_8nvohpxo,cust_5do3gq83,1000,initial_approval,2024-08-05,2024-08-05
clh_w4h3uzev,cust_xac9m2ze,1000,initial_approval,2023-04-30,2023-04-30
clh_cyfb6hu7,cust_cwsjb4lv,2000,initial_approval,2022-05-01,2022-05-01
clh_9vcaxtqj,cust_cwsjb4lv,5000,good_standing,2023-02-23,2023-02-23
clh_v9hsc16j,cust_fl8mpj4z,1000,initial_approval,2023-01-30,2023-01-30
clh_5fqfdhgt,cust_q7qrerik,1500,initial_approval,2022-02-14,2022-02-14
clh_6qx5g3dc,cust_txljk85j,1000,initial_approval,2022-03-28,2022-03-28
clh_xgeyjlu3,cust_8innu7pg,2000,initial_approval,2023-01-13,2023-01-13
clh_wztcz44v,cust_8innu7pg,5000,annual_review,2023-12-13,2023-12-13
clh_js2eqdjb,cust_4wt1vawi,500,initial_approval,2023-10-18,2023-10-18
clh_4okpr7a3,cust_4wt1vawi,3000,requested_increase,2024-03-07,2024-03-07
clh_onguz52m,cust_pw0s1nkk,1500,initial_approval,2023-01-12,2023-01-12
clh_dkzueou2,cust_jm3um94w,1500,initial_approval,2024-12-28,2024-12-28
clh_fl2ga69x,cust_45ip65pl,1000,initial_approval,2023-11-26,2023-11-26
clh_trdwlgwz,cust_ethbvvjt,1000,initial_approval,2024-08-24,2024-08-24
clh_gonylm5e,cust_yspqtuqo,1000,initial_approval,2022-08-25,2022-08-25
clh_b7elvoid,cust_yspqtuqo,3000,annual_review,2023-05-16,2023-05-16
clh_4tk97o1t,cust_x2oz2imb,1000,initial_approval,2023-07-11,2023-07-11
clh_ljhy512w,cust_v62e84l9,2000,initial_approval,2023-06-01,2023-06-01
clh_o9z5u2wy,cust_n3s2w1ix,1500,initial_approval,2023-06-02,2023-06-02
clh_03v461sn,cust_k74f5zqs,1000,initial_approval,2024-10-04,2024-10-04
clh_roudtp7l,cust_0hkkwjsv,2000,initial_approval,2023-05-31,2023-05-31
clh_3u6dnduv,cust_0hkkwjsv,1000,requested_increase,2024-01-31,2024-01-31
clh_qp5brvgp,cust_2rqukjf8,2000,initial_approval,2024-10-08,2024-10-08
clh_7g1egt1z,cust_dlqh1cv2,500,initial_approval,2022-04-18,2022-04-18
clh_qkfg2q7o,cust_dlqh1cv2,2000,requested_increase,2023-03-11,2023-03-11
clh_28jge324,cust_0f00ms8m,1500,initial_approval,2024-06-19,2024-06-19
clh_xkqzjmpw,cust_7pby615b,500,initial_approval,2024-09-06,2024-09-06
clh_ih0sjwhw,cust_s0q7oc0q,1500,initial_approval,2024-06-20,2024-06-20
clh_fu29m4xa,cust_jd70y6is,1000,initial_approval,2023-05-09,2023-05-09
clh_mhzjezox,cust_jd70y6is,2000,annual_review,2024-01-04,2024-01-04
clh_8f7tmm69,cust_4o75rddh,500,initial_approval,2024-02-13,2024-02-13
clh_5anzjk94,cust_q1gt7dht,500,initial_approval,2022-08-13,2022-08-13
clh_esv9z8yz,cust_t35gev3l,1500,initial_approval,2022-12-02,2022-12-02
clh_lyysy54n,cust_9440dclq,1000,initial_approval,2023-03-01,2023-03-01
clh_nymlkfxn,cust_b90mtxlq,1000,initial_approval,2024-06-29,2024-06-29
clh_lnea9o22,cust_u9vdow6j,500,initial_approval,2022-11-27,2022-11-27
clh_7ltjqzz5,cust_dpdznxyd,1000,initial_approval,2022-05-12,2022-05-12
clh_wbsokwny,cust_fj2etpse,500,initial_approval,2022-06-28,2022-06-28
clh_qptaqxdq,cust_fj2etpse,2000,requested_increase,2022-12-16,2022-12-16
clh_3bm7lrup,cust_nw28bgju,1500,initial_approval,2022-07-15,2022-07-15
clh_f5db4kxk,cust_nw28bgju,2000,requested_increase,2022-11-20,2022-11-20
clh_xemw20hc,cust_w7wr1tqz,1500,initial_approval,2022-12-05,2022-12-05
clh_k6n5bes1,cust_w7wr1tqz,2000,annual_review,2023-10-02,2023-10-02
clh_u1wxvsxb,cust_a245j8o9,2000,initial_approval,2024-01-06,2024-01-06
clh_5pd28o8v,cust_4add0gn7,1500,initial_approval,2024-10-21,2024-10-21
clh_dx7h0teu,cust_uashezj9,2000,initial_approval,2023-11-05,2023-11-05
clh_g6own2in,cust_v1j308ip,1000,initial_approval,2023-05-26,2023-05-26
clh_boo0tzu5,cust_cu0e0r3j,2000,initial_approval,2024-12-05,2024-12-05
clh_m5f5lc8e,cust_2nxvg17t,1000,initial_approval,2023-02-13,2023-02-13
clh_gqhn1fne,cust_a8k2h90u,2000,initial_approval,2024-09-26,2024-09-26
clh_85nzdb3t,cust_lm2lw7zr,1500,initial_approval,2024-08-25,2024-08-25
clh_fef87x73,cust_sy9fp14x,1000,initial_approval,2024-10-18,2024-10-18
clh_fuo8h860,cust_cmxleotp,1000,initial_approval,2022-02-20,2022-02-20
clh_9xn0bky4,cust_g4ogb1lr,1000,initial_approval,2022-12-02,2022-12-02
clh_x1lywkqp,cust_g4ogb1lr,3000,requested_increase,2023-08-14,2023-08-14
clh_i0qlkykr,cust_8j2hka4m,1000,initial_approval,2023-04-13,2023-04-13
clh_79b2sa6v,cust_0dmjpaif,1500,initial_approval,2024-04-08,2024-04-08
clh_4p7pjgmp,cust_9weew0oz,1500,initial_approval,2023-10-04,2023-10-04
clh_no9rzz3u,cust_9o07fs0g,1500,initial_approval,2022-07-24,2022-07-24
clh_d4wccyx6,cust_xxu4yq5t,1000,initial_approval,2022-08-02,2022-08-02
